"﻿SITEID","TITLE","lng","lat"
"50010610008011","重庆****锐网吧","106.451671","29.642916"
"50010610008012","重庆****秀网吧","106.466044","29.657329"
"50010610009001","重庆****途网吧","106.381572","29.601418"
"50010610009002","重庆****铃网吧","106.378242","29.636709"
"50010610009003","重庆****宏网吧","106.391451","29.710027"
"50010610009004","重庆****禄网吧","106.342734","29.624085"
"50010610009005","重庆****强网吧","106.337235","29.625644"
"50010610009006","重庆****世网城","106.33766","29.627545"
"50010610009008","重庆****域网吧","106.321957","29.691684"
"50010610009010","重庆****姐网吧","106.262026","29.634767"
"50010610009011","重庆****刘网吧","106.315783","29.682246"
"50010610009012","重庆****越网吧","106.31506","29.680336"
"50010610009014","重庆****发网吧","106.342122","29.625052"
"50010610009015","重庆****力网吧","106.338402","29.626884"
"50010610009021","重庆****力网吧","106.313741","29.565845"
"50010610009026","沙区****力网吧","106.38435","29.610068"
"50010610009027","沙区****柱网吧","106.376866","29.55731"
"50010610009028","沙坪****雨网吧","106.344339","29.621394"
"50010610009031","沙坪****缘网城","106.337028","29.626076"
"50010610009032","沙坪****闲会所","106.337107","29.626058"
"50010610009033","沙坪****网吧)","106.307693","29.608452"
"50010610009037","重庆****力网吧","106.309359","29.558205"
"50010610009038","重庆****居网吧","106.313022","29.563557"
"50010610009039","重庆****珊网吧","106.379624","29.636179"
"50010610009040","重庆****浪网吧","106.374805","29.630548"
"50010610009041","重庆****日网吧","106.310011","29.555621"
"50010610009045","亚联****恋网城","106.310827","29.555739"
"50010610009046","沙坪****鱼网吧","106.312056","29.585733"
"50010610009047","重庆****亮网吧","106.33783","29.627379"
"50010610009050","重庆****品网吧","106.316226","29.68099"
"50010610009051","重庆****网吧）","106.307693","29.608452"
"50010610009054","重庆****志网吧","106.307693","29.608452"
"50010610009055","沙坪****街网吧","106.488439","29.547669"
"50010710000006","九龙****境网吧","106.519493","29.514253"
"50010710000013","九龙****龙网吧","106.319493","29.545263"
"50010710000015","重庆****义网吧","106.370595","29.434566"
"50010710000018","重庆****地网吧","106.495722","29.500366"
"50010710000019","重庆****近网吧","106.523333","29.527181"
"50010710000020","重庆****来网吧","106.376708","29.496067"
"50010710000021","九龙****斯网吧","106.520342","29.509816"
"50010710000030","重庆****辰网吧","106.532809","29.503394"
"50010710000031","重庆****速网吧","106.510826","29.520297"
"50010710000032","重庆****奇网吧","106.544684","29.4908"
"50010710000034","重庆****晴网吧","106.51212","29.520752"
"50010710000035","九龙****通网吧","106.531894","29.504369"
"50010710000036","九龙****湾网吧","106.517102","29.512986"
"50010710000039","重庆****实网吧","106.337266","29.416812"
"50010710000040","重庆****友网吧","106.543204","29.491126"
"50010710000041","九龙****南网吧","106.352045","29.418944"
"50010710000042","九龙****慧星)","106.508805","29.522412"
"50010710000043","重庆****地网吧","106.544426","29.490765"
"50010710000047","重庆****利网吧","106.549455","29.498446"
"50010710000048","重庆****宽网吧","106.517708","29.519552"
"50010710000057","九龙****赫网吧","106.518437","29.508676"
"50010710000058","九龙****城网吧","106.51611","29.518167"
"50010710000060","重庆****间网吧","106.523463","29.520459"
"50010710000061","重庆****斯网吧","106.549765","29.495752"
"50010710000065","重庆****斯网吧","106.332762","29.303316"
"50010710000066","重庆****功网吧","106.549765","29.495752"
"50010710000068","重庆****阁网吧","106.508805","29.522412"
"50010710000070","重庆****鑫网吧","106.508144","29.52144"
"50010710000074","重庆****标网吧","106.36284","29.499851"
"50010710000076","九龙****玛网吧","106.525567","29.537758"
"50010710000079","九龙****网吧)","106.520342","29.509816"
"50010710000080","亚联****月网吧","106.495322","29.513101"
"50010710000083","重庆****宇网吧","106.548927","29.497039"
"50010710000084","重庆****美网吧","106.452305","29.502131"
"50010710000085","重庆****淇网吧","106.516539","29.517971"
"50010710000087","重庆****拉网吧","106.45868","29.476013"
"50010710000090","重庆****返网吧","106.479966","29.507913"
"50010710000091","九龙****文网吧","106.452422","29.452438"
"50010710000093","重庆****马网吧","106.37408","29.525247"
"50010710000098","重庆****兰网吧","106.332994","29.426535"
"50010710000099","重庆****松网吧","106.392398","29.302119"
"50010710000103","重庆****都网吧","106.371596","29.528703"
"50010710000107","重庆****和网吧","106.449095","29.504581"
"50010710000108","重庆****兰网吧","106.378409","29.524129"
"50010710000110","重庆****香网吧","106.458009","29.47892"
"50010710000113","重庆****名网吧","106.511142","29.520944"
"50010710000114","重庆****恒网吧","106.492891","29.499465"
"50010710000116","九龙****果网吧","106.439509","29.466708"
"50010710000122","九龙****川网吧","106.445727","29.482056"
"50010710000124","重庆****友网吧","106.448232","29.455581"
"50010710000126","重庆****义网吧","106.377337","29.524027"
"50010710000127","九龙****梦网吧","106.523168","29.516902"
"50010710000129","九龙****兰网吧","106.50881","29.517981"
"50010710000132","九龙****（换）","106.521012","29.512654"
"50010710000134","九龙****动力)","106.523199","29.518132"
"50010710000137","重庆****天网吧","106.517708","29.519552"
"50010710000138","重庆****码网吧","106.48175","29.51025"
"50010710000139","九龙****聚网吧","106.439796","29.46722"
"50010710000140","重庆****双网吧","106.516539","29.517971"
"50010710000141","九龙****门网吧","106.521765","29.518745"
"50010710000142","重庆****盈网吧","106.333269","29.304325"
"50010710000143","九龙****仁网吧","106.529053","29.514225"
"50010710000144","九龙****力网吧","106.332822","29.303315"
"50010710000145","重庆****兹网吧","106.449095","29.504581"
"50010710000147","重庆****桃网吧","106.356642","29.380042"
"50010710000149","重庆****天网吧","106.457267","29.502444"
"50010710000150","重庆****空网吧","106.337798","29.418527"
"50010710000154","九龙****行网吧","106.451843","29.470456"
"50010710000157","重庆****宇网吧","106.487811","29.503127"
"50010710000159","九龙****杨网吧","106.534358","29.513451"
"50010710000160","九龙****宇网吧","106.451843","29.470456"
"50010710000161","九龙****缘网吧","106.514231","29.514253"
"50010710000162","重庆****速网吧","106.376536","29.527193"
"50010710000164","重庆****拉网吧","106.506015","29.52261"
"50010710000166","重庆****悦网吧","106.404565","29.509022"
"50010710000168","重庆****乐网吧","106.523672","29.52285"
"50010710000170","重庆****网吧）","106.52098","29.531429"
"50010710000171","重庆****梦网吧","106.375962","29.525973"
"50010710000173","九龙****宇网吧","106.442168","29.483787"
"50010710000174","重庆****来网吧","106.375103","29.525837"
"50010710000175","重庆****三网吧","106.508144","29.52144"
"50010710000176","重庆****珊网吧","106.379008","29.54501"
"50010710000180","重庆****铭网吧","106.510217","29.523091"
"50010710000183","重庆****缘网吧","106.521352","29.523984"
"50010710000186","重庆****特网吧","106.526199","29.515455"
"50010710000187","九龙****创网吧","106.509363","29.502438"
"50010710000188","九龙****变网吧","106.451843","29.470456"
"50010710000189","九龙****轩网吧","106.439754","29.46582"
"50010710000191","重庆****尚网吧","106.319625","29.524338"
"50010710000192","九龙****唐网吧","106.445727","29.482056"
"50010710000193","九龙****力网吧","106.511628","29.503917"
"50010710000194","重庆****水网吧","106.485752","29.507146"
"50010710000195","九龙****空网吧","106.441875","29.482449"
"50010710000196","重庆****天网吧","106.339409","29.307573"
"50010710000198","重庆****启网吧","106.534958","29.497749"
"50010710000200","九龙****艺网吧","106.44672","29.441744"
"50010710000201","九龙****健网吧","106.517102","29.512986"
"50010710000206","九龙****远网吧","106.522868","29.514767"
"50010710000210","重庆****亚网吧","106.513309","29.521119"
"50010710000214","重庆****都网吧","106.352498","29.367187"
"50010710000215","重庆****发网吧","106.368589","29.426607"
"50010710000220","重庆****禾网吧","106.501352","29.522882"
"50010710000221","重庆****克网吧","106.455883","29.501449"
"50010710000222","重庆****都网吧","106.379063","29.49789"
"50010710000223","重庆****达网吧","106.587072","29.627076"
"50010710000226","重庆****幄网吧","106.451843","29.470456"
"50010710000227","九龙****网城）","106.517947","29.514189"
"50010710000228","九龙****逸网吧","106.439765","29.46719"
"50010710000231","九龙****克网吧","106.519493","29.514253"
"50010710000232","重庆****格网吧","106.332822","29.303315"
"50010710000233","重庆****世网吧","106.454108","29.437699"
"50010710000235","重庆****城网吧","106.333505","29.303349"
"50010710000237","重庆****虎网吧","106.456693","29.4394"
"50010710000238","重庆****城网吧","106.452422","29.452438"
"50010710000243","重庆****地网吧","106.457267","29.502444"
"50010710000244","九龙****辉网吧","106.441428","29.486244"
"50010710000245","闲了****了网吧","106.522122","29.531825"
"50010710000249","重庆****鱼网吧","106.480725","29.509866"
"50010710000254","重庆****龙网吧","106.40667","29.510509"
"50010710000255","重庆****丰网吧","106.380329","29.509753"
"50010710000256","重庆****络会所","106.514367","29.505276"
"50010710000257","重庆****蜂网吧","106.340757","29.309896"
"50010710000258","亚联****文网吧","106.532959","29.505006"
"50010710000259","重庆****九网吧","106.379008","29.54501"
"50010710000260","重庆****直营店","106.377437","29.49606"
"50010710000263","重庆****五网吧","106.487811","29.503127"
"50010710000266","重庆****西网吧","106.371775","29.489477"
"50010710000267","九龙****鲁网吧","106.522134","29.518679"
"50010710000269","重庆****云网吧","106.548349","29.497311"
"50010710000270","重庆****龙网吧","106.457267","29.502444"
"50010710000272","九龙****岩网城","106.457267","29.502444"
"50010710000274","亚联****寺网吧","106.451843","29.470456"
"50010710000278","九龙****诺网吧","106.506186","29.5227"
"50010710000280","韵龙****网吧）","106.520735","29.514652"
"50010710000281","重庆****程网吧","106.320355","29.525043"
"50010710000282","九龙****族网吧","106.451019","29.461671"
"50010710000283","重庆****城网吧","106.386778","29.513828"
"50010710000288","重庆****潮网吧","106.339535","29.307182"
"50010710001006","九龙****会馆）","106.487808","29.534825"
"50010710001009","九龙****会所）","106.48428","29.531356"
"50010710001010","九龙****蓝网吧","106.499516","29.539232"
"50010710001011","九龙****贵网吧","106.507933","29.541665"
"50010710001012","九龙****生网吧","106.495795","29.540593"
"50010710001013","九龙****个网吧","106.471523","29.526508"
"50010710001014","九龙****七网吧","106.481806","29.527453"
"50010710001016","九龙****会所）","106.491545","29.528125"
"50010710001017","九龙****钻网吧","106.481714","29.536777"
"50010710001018","重庆****会所）","106.492176","29.5373"
"50010710001020","九龙****客网吧","106.49131","29.533719"
"50010710001021","九龙****宏网吧","106.497369","29.53723"
"50010710001025","九龙****蛛网吧","106.482357","29.536497"
"50010710001028","九龙****星网吧","106.493053","29.539025"
"50010710001029","九龙****纪网吧","106.487999","29.529987"
"50010710001030","九龙****会所）","106.480831","29.526719"
"50010710001031","九龙****会所）","106.496733","29.532064"
"50010710001034","九龙****征网吧","106.471754","29.509704"
"50010710001035","九龙****星网吧","106.49807","29.536265"
"50010710001036","九龙****乐网吧","106.492461","29.542968"
"50010710001037","九龙****凼网吧","106.34228","29.346395"
"50010710001038","九龙****网吧）","106.497382","29.529628"
"50010710001039","九龙****潮网吧","106.499032","29.536798"
"50010710001040","九龙****酷网吧","106.478693","29.518301"
"50010710001043","九龙****洋网吧","106.486783","29.533659"
"50010710001044","九龙****情网吧","106.465019","29.52522"
"50010710001045","九龙****鸟网吧","106.5023","29.540332"
"50010710001047","九龙****米网吧","106.496063","29.536337"
"50010710001048","九龙****会所）","106.464022","29.521942"
"50010710001049","九龙****亚网吧","106.610421","29.539201"
"50010710001051","九龙****漠之舟","106.460413","29.521898"
"50010710001053","九龙****会所）","106.485519","29.535578"
"50010710001054","九龙****华网吧","106.465071","29.526919"
"50010710001055","九龙****会所）","106.491764","29.537105"
"50010710001056","重庆****方网吧","106.534492","29.57252"
"50010710001059","九龙****商网吧","106.462907","29.521166"
"50010710001061","九龙****网城）","106.459379","29.500514"
"50010710001062","重庆****腾网吧","106.481169","29.537535"
"50010710001063","九龙****会所）","106.481976","29.527505"
"50010710001068","九龙****力网吧","106.496777","29.525612"
"50010710001075","九龙****费点）","106.500677","29.539029"
"50010710001082","九龙****佳网吧","106.480529","29.526644"
"50010710001083","九龙****海网吧","106.489204","29.535176"
"50010710001084","九龙****体网吧","106.517374","29.535453"
"50010710001086","九龙****会所）","106.493785","29.529976"
"50010710001088","九龙****乐部）","106.491044","29.534011"
"50010710001102","九龙****费点）","106.483794","29.537535"
"50010710001104","九龙****点网吧","106.485459","29.534899"
"50010810000001","南岸****洞网吧","106.574815","29.530606"
"50010810000002","南岸****蛛网吧","106.644778","29.502854"
"50010810000003","南岸****网吧）","106.587115","29.511136"
"50010810000005","南岸****网网吧","106.601894","29.556657"
"50010810000007","南岸****属网吧","106.59714","29.589038"
"50010810000009","南岸****耕网吧","106.581537","29.519466"
"50010810000010","南岸****浪网吧","106.579565","29.507162"
"50010810000014","南岸****洋网吧","106.666254","29.512704"
"50010810000015","南岸****佳网吧","106.598397","29.587488"
"50010810000016","南岸****康网吧","106.577922","29.531305"
"50010810000017","南岸****通网吧","106.671494","29.512264"
"50010810000020","南岸****日网吧","106.572086","29.49876"
"50010810000022","南岸****店网吧","106.569904","29.530545"
"50010810000025","南岸****枫网吧","106.581438","29.519784"
"50010810000026","南岸****车网吧","106.606986","29.575257"
"50010810000027","南岸****友网吧","106.574975","29.530919"
"50010810000028","南岸****网苑)","106.600769","29.558045"
"50010810000030","南岸****旋网吧","106.612021","29.545993"
"50010810000032","南岸****赢网吧","106.56944","29.534468"
"50010810000033","南岸****潮网吧","106.672904","29.510531"
"50010810000034","南岸****园网吧","106.648638","29.492595"
"50010810000035","南岸****星网吧","106.584932","29.518629"
"50010810000036","南岸****豹网吧","106.567491","29.53266"
"50010810000039","南岸****龙网吧","106.600789","29.553865"
"50010810000041","南岸****威夷）","106.608987","29.605391"
"50010810000043","南岸****狐网吧","106.564497","29.532705"
"50010810000044","南岸****诚网吧","106.6555","29.482309"
"50010810000045","南岸****网吧）","106.610219","29.538749"
"50010810000047","南岸****亮网吧","106.556294","29.526676"
"50010810000049","南岸****辉网吧","106.572512","29.529902"
"50010810000050","南岸****网网吧","106.597781","29.587322"
"50010810000052","重庆****任公司","106.581708","29.521046"
"50010810000053","南岸****路网吧","106.577191","29.531792"
"50010810000055","南岸****荷网吧","106.575808","29.530528"
"50010810000056","南岸****栈网吧","106.587115","29.511136"
"50010810000058","南岸****色网吧","106.607834","29.584046"
"50010810000059","南岸****网网吧","106.60623","29.583889"
"50010810000060","南岸****网吧 ","106.556294","29.526676"
"50010810000061","南岸****速网吧","106.567653","29.527459"
"50010810000062","南岸****恋网吧","106.57254","29.530635"
"50010810000063","南岸****影网吧","106.575835","29.529493"
"50010810000064","南岸****立网吧","106.574919","29.535221"
"50010810000066","南岸****成网吧","106.564201","29.530528"
"50010810000067","南岸****怡网吧","106.619577","29.59132"
"50010810000068","南岸****量网吧","106.609073","29.60761"
"50010810000069","南岸****网吧）","106.585165","29.543042"
"50010810000070","南岸****网吧）","106.601743","29.553189"
"50010810000071","南岸****点网吧","106.581188","29.501284"
"50010810000072","南岸****骏网吧","106.573597","29.53572"
"50010810000073","南岸****成网吧","106.578427","29.536064"
"50010810000075","南岸****取缔）","106.574922","29.538492"
"50010810000076","南岸****浪网吧","106.574773","29.529781"
"50010810000077","南岸****园网吧","106.581188","29.501284"
"50010810000078","知了****取缔）","106.574836","29.538287"
"50010810000079","南岸****鸟网吧","106.601296","29.553887"
"50010810000080","南岸****峰网吧","106.610954","29.540175"
"50010810000081","南岸****爱网吧","106.579257","29.511756"
"50010810000082","南岸****奇网吧","106.582969","29.539318"
"50010810000083","南岸****带网吧","106.56944","29.534468"
"50010810000084","南岸****费点）","106.610031","29.541007"
"50010810000085","南岸****捷网吧","106.557012","29.526182"
"50010810000086","南岸****河网吧","106.565275","29.530821"
"50010810000087","南岸****虫网吧","106.564115","29.529238"
"50010810000088","南岸****秀网吧","106.575951","29.525501"
"50010810000089","南岸****飞网吧","106.601592","29.557362"
"50010810000090","南岸****奇网吧","106.575558","29.533055"
"50010810000091","南岸****网吧 ","106.581629","29.527554"
"50010810000096","南岸****雅网吧","106.567316","29.529747"
"50010810000099","南岸****顺网吧","106.667178","29.541515"
"50010810000100","南岸****达网吧","106.572003","29.534618"
"50010810000101","南岸****网网吧","106.564497","29.532705"
"50010810000102","南岸****盈网吧","106.58139","29.519783"
"50010810000104","南岸****莎网吧","106.667178","29.541515"
"50010810000105","南岸****恋网吧","106.608498","29.510449"
"50010810000106","南岸****贝网吧","106.686982","29.537473"
"50010810000107","南岸****行网吧","106.608167","29.582229"
"50010810000108","南岸****花网吧","106.551031","29.518669"
"50010810000109","南岸****太网吧","106.566235","29.541463"
"50010810000110","南岸****斯网吧","106.578302","29.539864"
"50010810000111","南岸****新网吧","106.578766","29.532937"
"50010810000113","南岸****人网吧","106.607972","29.50589"
"50010810000114","南岸****尔网吧","106.667178","29.541515"
"50010810000117","南岸****网吧）","106.607054","29.577515"
"50010810000118","南岸****概念)","106.571261","29.533401"
"50010810000119","南岸****影网吧","106.581365","29.517995"
"50010810000120","南岸****悦网吧","106.582171","29.538481"
"50010810000121","南岸****博网吧","106.681404","29.536002"
"50010810000122","南岸****上网吧","106.568115","29.519136"
"50010810000123","南岸****竹网吧","106.61007","29.539026"
"50010810000125","南岸****塘网吧","106.576315","29.535142"
"50010810000126","南岸****束网吧","106.60088","29.586318"
"50010810000127","南岸****禾网吧","106.61027","29.538893"
"50010810000134","南岸****网苑）","106.595523","29.54941"
"50010810000135","南岸****林网吧","106.57359","29.539111"
"50010810000136","南岸****宇网吧","106.578224","29.491126"
"50010810000137","南岸****成网吧","106.531832","29.575575"
"50010810000140","南岸****3网吧","106.570321","29.534425"
"50010810000141","南岸****战网吧","106.594659","29.549126"
"50010810000148","南岸****棠网吧","106.587997","29.543872"
"50010810000149","南岸****网吧）","106.58436","29.518867"
"50010810000150","南岸****海网吧","106.679655","29.564075"
"50010810000151","南岸****昌网城","106.579347","29.531086"
"50010810000152","南岸****虫网吧","106.600701","29.596027"
"50010810000156","南岸****网苑）","106.608121","29.583002"
"50010810000158","南岸****慧网吧","106.648638","29.492595"
"50010810000159","南岸****齐网吧","106.608787","29.58168"
"50010810000160","南岸****纪网吧","106.644778","29.502854"
"50010810000161","南岸****光网吧","106.57446","29.537205"
"50010810000162","南岸****特网吧","106.568638","29.519279"
"50010810000163","南岸****狐网吧","106.567598","29.533011"
"50010810000164","南岸****网吧）","106.579516","29.516339"
"50010810000165","南岸****林网吧","106.57318","29.506635"
"50010810000166","南岸****星网吧","106.619194","29.608599"
"50010810000167","南岸****约网吧","106.610111","29.605987"
"50010810000168","南岸****桦网吧","106.583029","29.532134"
"50010810000170","南岸****英网吧","106.598207","29.586681"
"50010810000171","南岸****空网吧","106.570697","29.529733"
"50010810000172","南岸****边网吧","106.590289","29.546867"
"50010810000179","南岸****春网吧","106.572797","29.534255"
"50010810000183","南岸****联杰)","106.560394","29.534756"
"50010810000184","南岸****网吧）","106.558829","29.527255"
"50010810000185","南岸****河网吧","106.57533","29.535278"
"50010810000187","南岸****虫网吧","106.577462","29.53252"
"50010810000188","南岸****念网吧","106.581083","29.527816"
"50010810000192","南岸****商务吧","106.569467","29.529397"
"50010810000193","南岸****浪网吧","106.587365","29.544921"
"50010810000194","南岸****费点）","106.667178","29.541515"
"50010810000195","南岸****费点）","106.57533","29.535278"
"50010810000196","南岸****君网吧","106.576783","29.535496"
"50010910000003","重庆****喜网吧","106.368689","29.76208"
"50010910000005","重庆****风网吧","106.447761","29.83656"
"50010910000006","重庆****林网吧","106.520342","29.866596"
"50010910000007","重庆****乐网吧","106.476109","29.733421"
"50010910000009","重庆****轮网吧","106.470484","29.734228"
"50010910000014","北碚****网吧）","106.432918","29.824954"
"50010910000016","重庆****东梅）","106.448526","29.831696"
"50010910000017","重庆****腾网吧","106.447836","29.836579"
"50010910000019","重庆****翼网吧","106.443627","29.831265"
"50010910000028","重庆****清网吧","106.559806","29.776433"
"50010910000031","重庆****兆网吧","106.414142","29.807815"
"50010910000034","重庆****由网吧","106.442637","29.828045"
"50010910000036","重庆****虫网吧","106.392288","29.877312"
"50010910000038","重庆****妹网吧","106.442947","29.830823"
"50010910000042","重庆****龙网吧","106.450729","29.82996"
"50010910000044","重庆****潮网吧","106.502552","29.734802"
"50010910000049","重庆****中网吧","106.441196","29.834585"
"50010910000050","重庆****嘉网吧","106.670929","30.030376"
"50010910000051","重庆****说网吧","106.430495","29.820836"
"50010910000053","东梅****经营）","106.448526","29.831696"
"50010910000054","重庆****静网吧","106.572192","29.897784"
"50010910000056","重庆****乐网吧","106.448394","29.823838"
"50010910000059","重庆****会所)","106.443842","29.825857"
"50010910000062","重庆****恋网吧","106.42906","29.820927"
"50010910000063","重庆****龙网吧","106.440656","29.815665"
"50010910000064","重庆****度网吧","106.413759","29.806278"
"50010910000065","重庆****新网吧","106.443925","29.826227"
"50010910000067","重庆****品网吧","106.430452","29.838354"
"50010910000068","重庆****建网吧","106.410182","29.81418"
"50010910000071","重庆****韵网吧","106.508537","29.788827"
"50010910000073","北碚****点网吧","106.446225","29.832348"
"50010910000074","重庆****街网吧","106.441196","29.834535"
"50010910000080","重庆****涛网吧","106.480218","29.737903"
"50010910000081","重庆****城网吧","106.522895","29.819772"
"50010910000082","重庆****兴网吧","106.508537","29.788827"
"50010910000084","重庆****琴网吧","106.430698","29.838364"
"50010910000087","重庆****平网吧","106.398786","29.809628"
"50010910000096","重庆****浩网吧","106.410495","29.805705"
"50010910000097","重庆****驿网吧","106.439903","29.819343"
"50010910000098","重庆****泰网吧","106.383755","29.785899"
"50010910000100","重庆****源网吧","106.611351","29.958383"
"50010910000102","重庆****海网吧","106.430171","29.822154"
"50010910000103","重庆****利网吧","106.574933","29.901352"
"50010910000104","重庆****星网吧","106.47736","29.757289"
"50010910000105","重庆****曾网吧","106.455585","29.689098"
"50010910000106","重庆****卡网吧","106.430692","29.838307"
"50010910000107","重庆****发网吧","106.468716","29.73527"
"50010910000114","重庆****龙网吧","106.441125","29.835195"
"50010910000115","重庆****和网吧","106.441226","29.834315"
"50010910000116","重庆****煦网吧","106.440121","29.830551"
"50010910000121","重庆****霞网吧","106.446743","29.827013"
"50010910000122","重庆****园网吧","106.443106","29.832473"
"50010910000126","重庆****驰网吧","106.444666","29.830897"
"50010910000127","重庆****成网吧","106.481223","29.739097"
"50010910000129","北碚****网吧）","106.431064","29.838307"
"50010910000130","北碚****潮网吧","106.428364","29.819548"
"50010910000132","重庆****口网吧","106.522895","29.819772"
"50010910000135","重庆****希网吧","106.505957","29.788426"
"50010910000136","重庆****益网吧","106.44178","29.82074"
"50010910000140","重庆****伦网吧","106.500882","29.750591"
"50010910000146","重庆****鸿网吧","106.379178","29.771286"
"50010910000149","重庆****宏网吧","106.444247","29.831097"
"50010910000151","重庆****子网吧","106.559806","29.776433"
"50010910000152","北碚****达网吧","106.42925","29.821865"
"50010910000155","重庆****卡网吧","106.378643","29.77189"
"50010910000156","重庆****润网吧","106.409203","29.807377"
"50010910000160","北碚****子网吧","106.670929","30.030376"
"50010910000161","重庆****网吧）","106.446184","29.82809"
"50010910000162","重庆****前网吧","106.471149","29.74547"
"50010910000166","重庆****网咖）","106.3758","29.770212"
"50010910000172","北碚****浪网吧","106.441173","29.834001"
"50010910000174","重庆****花网吧","106.409833","29.820296"
"50010910000175","北碚****核对）","106.508537","29.788827"
"50010910000176","重庆****脸网吧","106.432804","29.825171"
"50010910000177","重庆****畅网吧","106.39859","29.808577"
"50010910000183","重庆****锐网吧","106.452456","29.67277"
"50010910000185","重庆****前网吧","106.446472","29.827178"
"50011010000001","重庆****通网吧","106.93433","28.956449"
"50011010000003","重庆****苗网吧","106.932348","28.953107"
"50011010000006","重庆****城网吧","106.935805","28.964359"
"50011010000009","重庆****心网吧","106.932106","28.9551"
"50011010000012","重庆****梅网吧","106.84667","28.869577"
"50011010000014","重庆****力网吧","106.932907","28.961378"
"50011010000016","重庆****静网吧","106.936968","28.961469"
"50011010000020","重庆****兰网吧","106.931089","28.967182"
"50011010000021","重庆****来网吧","106.923721","28.916489"
"50011010000025","重庆****安网吧","106.939157","28.95077"
"50011010000029","重庆****旭网吧","106.93462","28.959037"
"50011010000030","重庆****动网吧","106.788929","28.837951"
"50011010000032","重庆****源网吧","106.932183","28.967661"
"50011010000033","重庆****云网吧","106.942051","28.949825"
"50011010000036","重庆****风网吧","106.936593N/A","28.96448"
"50011010000038","重庆****游网吧","106.939157","28.95077"
"50011110000004","重庆****网吧）","105.801272","29.496592"
"50011110000005","重庆****格网吧","105.770641","29.491991"
"50011110000006","重庆****乐网吧","105.773822","29.493307"
"50011110000011","重庆****帆网吧","105.801055","29.497205"
"50011110000023","重庆****士网吧","105.747459","29.4333"
"50011210000001","渝北****源网吧","106.63545","29.722203"
"50011210000002","渝北****城网吧","106.645553","29.747432"
"50011210000003","渝北****号网吧","106.517989","29.588149"
"50011210000004","渝北****度网吧","106.641799","29.743672"
"50011210000006","渝北****缘网吧","106.632888","29.746623"
"50011210000008","渝北****红网吧","106.50923","29.588973"
"50011210000009","渝北****通网吧","106.526753","29.597748"
"50011210000010","渝北****星网吧","106.643603","29.745505"
"50011210000011","渝北****主网吧","106.536097","29.593955"
"50011210000013","渝北****天网吧","106.641799","29.743672"
"50011210000014","渝北****尚网吧","106.630392","29.714392"
"50011210000015","渝北****希网吧","106.613003","29.682224"
"50011210000016","渝北****喜网吧","106.527082","29.596016"
"50011210000017","渝北****贵网吧","106.628956","29.710361"
"50011210000018","渝北****斯网吧","106.644717","29.747042"
"50011210000020","渝北****友网吧","106.528607","29.593502"
"50011210000021","渝北****日网吧","106.523999","29.591313"
"50011210000023","渝北****门网吧","106.612274","29.70805"
"50011210000025","渝北****代网吧","106.628726","29.708371"
"50011210000026","渝北****乐网吧","106.627222","29.706707"
"50011210000028","渝北****柒网吧","106.526996","29.592365"
"50011210000029","渝北****光网吧","106.508869","29.59518"
"50011210000030","渝北****山网吧","106.616994","29.699981"
"50011210000031","渝北****后网吧","106.553408","29.588847"
"50011210000034","渝北****鑫网吧","106.621659","29.702972"
"50011210000036","渝北****合网吧","106.613003","29.682224"
"50011210000037","渝北****壁网吧","106.649784","29.745895"
"50011210000038","渝北****飞网吧","106.522728","29.604798"
"50011210000039","渝北****天网吧","106.634817","29.722978"
"50011210000040","渝北****意网吧","106.641375","29.774673"
"50011210000041","渝北****都网吧","106.643407","29.775949"
"50011210000042","渝北****虹网吧","106.614762","29.674415"
"50011210000043","渝北****域网吧","106.526028","29.594501"
"50011210000044","渝北****高网吧","106.519078","29.589901"
"50011210000045","渝北****纪网吧","106.515108","29.584731"
"50011210000046","渝北****洋网吧","106.640031","29.726312"
"50011210000047","渝北****庆网吧","106.518621","29.596609"
"50011210000048","渝北****纪网吧","106.522728","29.604798"
"50011210000049","渝北****登网吧","106.805209","29.708229"
"50011210000050","渝北****福网吧","106.802464","29.705344"
"50011210000052","渝北****港网吧","106.640659","29.744969"
"50011210000053","渝北****笛网吧","106.503139","29.593983"
"50011210000055","渝北****津网吧","106.633834","29.720065"
"50011210000056","渝北****园网吧","106.511171","29.591398"
"50011210000058","渝北****造网吧","106.851546","29.857651"
"50011210000059","渝北****联网吧","106.613003","29.682224"
"50011210000060","渝北****山网吧","106.635824","29.722033"
"50011210000061","渝北****间网吧","106.630345","29.723494"
"50011210000063","渝北****辉网吧","106.510127","29.596313"
"50011210000065","渝北****达网吧","106.517683","29.587163"
"50011210000066","渝北****你网吧","106.624914","29.71062"
"50011210000067","渝北****双网吧","106.634661","29.737564"
"50011210000068","渝北****端网吧","106.522728","29.604798"
"50011210000071","渝北****花网吧","106.523188","29.595392"
"50011210000072","渝北****号网吧","106.639032","29.756053"
"50011210000074","渝北****欣网吧","106.508958","29.59568"
"50011210000075","渝北****上网吧","106.608414","29.691598"
"50011210000076","渝北****馨网吧","106.600653","29.689846"
"50011210000077","渝北****奇网吧","106.62913","29.714237"
"50011210000078","渝北****来网吧","106.852797","29.859819"
"50011210000079","渝北****克网吧","106.566489","29.599036"
"50011210000080","渝北****意网吧","106.656844","29.761275"
"50011210000081","渝北****河网吧","106.627849","29.710365"
"50011210000083","渝北****侠网吧","106.62991","29.713503"
